order_ref,start_time,stop_time,is_failure,order_api_stop_time
CC-103-njkaehauxo,1496018020552,1496018016080,false,1496018020684
CC-132-szohwyqvnq,1496018017042,1496018012854,false,1496018017154
CC-81-kusznfnytd,1496018022179,1496018017610,false,1496018022340
CC-77-iznzqtqlrv,1496018027698,1496018023738,false,1496018027910
CC-129-zaruwdykov,1496018023135,1496018019028,false,1496018023309
CC-139-sehsljmftz,1496018027917,1496018023887,false,1496018028065
CC-140-ynnixtwvor,1496018028072,1496018024337,false,1496018028241
CC-117-xmbmthgwoy,1496018030432,1496018026204,false,1496018030602
CC-125-fgheqgempf,1496018031420,1496018027114,false,1496018031557
CC-48-ucdhydanph,1496018038687,1496018034574,false,1496018038846
CC-130-qlcpgxxfzl,1496018033961,1496018029940,false,1496018034133
CC-126-awrdwvcifi,1496018032383,1496018028269,false,1496018033023
CC-149-jxivpfbskl,1496018039017,1496018034875,false,1496018039159
CC-146-cipvffarsh,1496018034139,1496018029914,false,1496018034265
CC-148-hsjucrxgiw,1496018038853,1496018035292,false,1496018039011
CC-127-kcvmnaetoy,1496018033017,1496018028833,false,1496018033169
CC-121-lxvevccqtx,1496018042944,1496018039358,false,1496018043041
CC-142-djxdnonrtk,1496018042106,1496018037607,false,1496018042232
CC-152-bbpwkfllqu,1496018043048,1496018038504,false,1496018043146
CC-145-zibddurlzy,1496018044631,1496018040341,false,1496018044790
CC-154-tmeyianxyi,1496018044796,1496018040702,false,1496018044902
CC-157-ymdjcgqqly,1496018046008,1496018041797,false,1496018046160
CC-147-kritwarzje,1496018045710,1496018041487,false,1496018045865
CC-150-poxhpbclmr,1496018050528,1496018046602,false,1496018050794
CC-156-ymsihtdizm,1496018045872,1496018041790,false,1496018046002
CC-153-ltyflgtqnj,1496018054464,1496018050053,false,1496018054659
CC-143-dnfrwzdyiz,1496018053510,1496018049095,false,1496018053694
CC-159-rxyvpqgolq,1496018050800,1496018046702,false,1496018050952
CC-138-hoekqxpmvd,1496018055173,1496018051254,false,1496018055383
CC-155-pxpkfyctna,1496018056216,1496018051926,false,1496018056404
CC-158-nfndltbbaz,1496018057435,1496018053414,false,1496018057693
CC-151-xhoqzaqmyc,1496018061261,1496018056768,false,1496018061455
CC-167-bplmowesdm,1496018064057,1496018059907,false,1496018064199
CC-136-pbkjxqavjd,1496018063936,1496018059866,false,1496018064136
CC-161-bygwdgvggz,1496018063936,1496018059421,false,1496018064050
CC-137-mkqebbkkzs,1496018065570,1496018061420,false,1496018065762
CC-170-sxokccgqzl,1496018065769,1496018061768,false,1496018065934
CC-133-lhryrftvfa,1496018066600,1496018062183,false,1496018066762
CC-172-evprzxqmhy,1496018066767,1496018062243,false,1496018066875
CC-134-gsljkkebej,1496018067652,1496018063273,false,1496018067816
CC-160-xwmvhxitba,1496018071581,1496018067744,false,1496018072389
CC-162-rokbukrtub,1496018073606,1496018069121,false,1496018073763
CC-174-fskyuviere,1496018067822,1496018063446,false,1496018067940
CC-178-cylycutjdo,1496018073770,1496018069911,false,1496018073893
CC-176-kifapwvvlz,1496018072396,1496018068136,false,1496018072517
CC-123-itwaposqlm,1496018075840,1496018071387,false,1496018076005
CC-163-jnruvzzjsj,1496018075840,1496018071372,false,1496018075958
CC-164-autbzvxlnz,1496018077027,1496018072602,false,1496018077151
CC-181-twqobmjoia,1496018076012,1496018071428,false,1496018076107
CC-135-axvmwdptnp,1496018077896,1496018074052,false,1496018078081
CC-184-zmtpjfijbl,1496018078088,1496018074068,false,1496018078191
CC-186-lufjcgmlnj,1496018082038,1496018077713,false,1496018082152
CC-166-frfwtylfmh,1496018081781,1496018078092,false,1496018082074
CC-144-hcndlynbst,1496018081781,1496018077498,false,1496018082032
CC-190-exjqcgyjzt,1496018084166,1496018080194,false,1496018084306
CC-179-tazgpdnfuu,1496018083940,1496018079930,false,1496018084140
CC-173-stjhykvwox,1496018087148,1496018082768,false,1496018087319
CC-169-nvkgxvtpvg,1496018083940,1496018079943,false,1496018084140
CC-165-vpmrzrzdyi,1496018088020,1496018083744,false,1496018088202
CC-141-hrnmsespql,1496018086145,1496018081557,false,1496018086260
CC-185-ylcfympwnk,1496018089027,1496018084832,false,1496018089206
CC-168-pmdiqdemyw,1496018091381,1496018087274,false,1496018091574
CC-171-pnjgomwwhy,1496018092937,1496018088417,false,1496018093159
CC-188-gkofmchhmj,1496018092937,1496018088792,false,1496018093085
CC-183-qsscmoxzgv,1496018096995,1496018092900,false,1496018097173
CC-191-zsmgkhqasx,1496018095067,1496018090509,false,1496018095184
CC-197-zvxfaflkjh,1496018093096,1496018089117,false,1496018093212
CC-194-zhikvmutlk,1496018098916,1496018094651,false,1496018099049
CC-201-jdopqypoxj,1496018097126,1496018092469,false,1496018097220
CC-192-lyzstdsing,1496018096995,1496018092524,false,1496018097118
CC-177-tshypaxldn,1496018098916,1496018094924,false,1496018099117
CC-204-llvgnzetyh,1496018099055,1496018094586,false,1496018099162
CC-180-gzaielouqq,1496018102172,1496018098320,false,1496018102386
CC-198-necdodasiu,1496018103102,1496018099127,false,1496018103260
CC-182-dmjqcjpvqk,1496018104978,1496018100614,false,1496018105156
CC-200-yygtqqbdta,1496018104978,1496018101062,false,1496018105137
CC-209-bnijxqhpzh,1496018105142,1496018101110,false,1496018105279
CC-205-xmoayivioc,1496018108988,1496018106046,false,1496018109171
CC-202-utcnjmyndh,1496018107066,1496018102620,false,1496018107192
CC-195-rdjulzezza,1496018108083,1496018103772,false,1496018108252
CC-214-lwrseqrlmo,1496018109177,1496018106019,false,1496018109306
CC-189-gzaegoiats,1496018112146,1496018108255,false,1496018112331
CC-217-mweenvngsj,1496018113081,1496018109529,false,1496018113204
CC-199-putycoltph,1496018112916,1496018108794,false,1496018113075
CC-196-borucipaxh,1496018118925,1496018114628,false,1496018119073
CC-211-czqlsgrgtb,1496018115778,1496018111202,false,1496018115904
CC-187-fbyyvqkupt,1496018117839,1496018113645,false,1496018117989
CC-224-ueffrbiqff,1496018119078,1496018114627,false,1496018119181
CC-175-pwiilxhztk,1496018114234,1496018110045,false,1496018114494
CC-227-ulciqairwu,1496018122778,1496018119886,false,1496018122898
CC-215-ubennqvglq,1496018118925,1496018115774,false,1496018119129
CC-203-olhxkhjckh,1496018115778,1496018111365,false,1496018115905
CC-208-uoutpeppty,1496018122628,1496018118454,false,1496018122772
CC-213-ezukizdzgh,1496018117839,1496018113593,false,1496018117959
CC-210-ccvhxmlpld,1496018123923,1496018119981,false,1496018124105
CC-229-lnhqbufvtd,1496018124111,1496018121157,false,1496018124250
CC-216-umnqtqchwh,1496018128027,1496018123729,false,1496018128172
CC-233-ictsdlqijn,1496018127752,1496018123678,false,1496018127855
CC-226-hbsmwkpxns,1496018129513,1496018125172,false,1496018129644
CC-222-jpaksnztta,1496018127625,1496018123058,false,1496018127746
CC-212-iiqenrplve,1496018132830,1496018128267,false,1496018132945
CC-219-oqkbkeegjj,1496018123923,1496018119887,false,1496018124118
CC-221-bvjlemgfnb,1496018126285,1496018121673,false,1496018126428
CC-218-zukscpxnjl,1496018132380,1496018128305,false,1496018132648
CC-231-raxdvltyma,1496018133705,1496018129086,false,1496018133813
CC-232-qtpljpssaw,1496018136676,1496018132129,false,1496018136795
CC-230-jhpvyylbvp,1496018133705,1496018129728,false,1496018133863
CC-223-vthujuzmzh,1496018136676,1496018132176,false,1496018136800
CC-225-owylztlmgr,1496018137563,1496018133833,false,1496018137682
CC-243-ewirtwhkrx,1496018137688,1496018133131,false,1496018137782
CC-228-eapnmxursv,1496018141876,1496018137897,false,1496018142032
CC-245-qbjfimfzdu,1496018142040,1496018137745,false,1496018142148
CC-237-gptmpfkxcc,1496018141876,1496018137711,false,1496018142032
CC-239-xmdvoixvkv,1496018143299,1496018140384,false,1496018144564
CC-248-yruxksocul,1496018144571,1496018140408,false,1496018144694
CC-234-xjnujtlvdc,1496018146932,1496018142797,false,1496018147112
CC-249-gzimujzkgl,1496018144700,1496018141267,false,1496018144835
CC-242-axpywgccpj,1496018146932,1496018142413,false,1496018147112
CC-236-gbuuqnqqkk,1496018148460,1496018144179,false,1496018148652
CC-220-paoccprjzm,1496018150603,1496018146608,false,1496018150815
CC-251-eugkcnjprt,1496018147121,1496018142741,false,1496018147217
CC-255-kqnkruwkys,1496018150820,1496018146564,false,1496018150939
CC-247-vidrcdduzx,1496018152210,1496018147983,false,1496018152416
CC-240-juxesdrfcc,1496018152676,1496018148750,false,1496018154073
CC-241-pcrwqqzqcv,1496018154067,1496018149488,false,1496018154230
CC-260-mapunbljog,1496018155801,1496018151807,false,1496018156009
CC-235-rmhwmkawso,1496018155614,1496018151264,false,1496018155794
CC-261-dwvqyfwejy,1496018156014,1496018151449,false,1496018156097
CC-254-tgxagpnowq,1496018157783,1496018153327,false,1496018157907
CC-193-bfnfnvbtti,1496018157783,1496018153298,false,1496018157951
CC-206-dlgjfdezvg,1496018161496,1496018157312,false,1496018161679
CC-266-yxejctpnjo,1496018161685,1496018157323,false,1496018161805
CC-258-rofevitqni,1496018162670,1496018159604,false,1496018162823
CC-250-ekzdyzheir,1496018162670,1496018159997,false,1496018162843
CC-246-rakkqpjqho,1496018160128,1496018155840,false,1496018160315
CC-244-fvlhuspcqp,1496018164870,1496018160537,false,1496018165043
CC-252-jtiwseyhgi,1496018164870,1496018160411,false,1496018164995
CC-270-cjlrshdpvh,1496018165000,1496018161356,false,1496018165140
CC-238-stbrxqvwbe,1496018166359,1496018162258,false,1496018166576
CC-207-xvckvednol,1496018170692,1496018166496,false,1496018170898
CC-256-udenozleak,1496018167853,1496018163546,false,1496018167983
CC-257-oquoxedfnq,1496018170692,1496018166500,false,1496018170897
CC-259-mcjxuyusqo,1496018171197,1496018167070,false,1496018171346
CC-253-bsdnsmdjal,1496018172689,1496018168225,false,1496018172802
CC-269-owlyqndgbl,1496018172689,1496018168603,false,1496018172833
CC-271-shfmsflrta,1496018174203,1496018169581,false,1496018174313
CC-263-jicntnbxzm,1496018175499,1496018171097,false,1496018175682
CC-282-ccvceqiham,1496018175688,1496018171107,false,1496018175786
CC-274-jsmgmakzwb,1496018177117,1496018172705,false,1496018177292
CC-268-brkaxpnzlt,1496018180287,1496018176175,false,1496018180485
CC-267-gjwadfrmts,1496018179143,1496018175980,false,1496018179330
CC-279-ibqtamlphs,1496018181907,1496018177809,false,1496018182075
CC-278-kkynwjrggp,1496018181093,1496018177004,false,1496018181293
CC-288-hqpkqymmha,1496018182080,1496018177860,false,1496018182211
CC-281-fusyguxerx,1496018184031,1496018179480,false,1496018184213
CC-265-sbriwxwjvo,1496018184742,1496018180426,false,1496018184927
CC-276-oghenvjstt,1496018189295,1496018185029,false,1496018189492
CC-262-rbeefrszdk,1496018190090,1496018185568,false,1496018190250
CC-275-dikhwsiyqn,1496018186150,1496018181874,false,1496018186340
CC-277-sgxefjvmcy,1496018188157,1496018183986,false,1496018188352
CC-280-pesheoewyc,1496018190903,1496018186846,false,1496018191110
CC-290-bpmosixzet,1496018192996,1496018189882,false,1496018193258
CC-273-yirxdbolnp,1496018192996,1496018188645,false,1496018193174
CC-296-vsnisauoaz,1496018191116,1496018187413,false,1496018191234
CC-284-tztbetsxcj,1496018195097,1496018190650,false,1496018195212
CC-298-jvptcstnnj,1496018193179,1496018188993,false,1496018193313
CC-285-mkgijachct,1496018197085,1496018192680,false,1496018197216
CC-286-aszfmeqvwe,1496018198217,1496018193878,false,1496018198351
CC-287-lhaozgiaqc,1496018199001,1496018194765,false,1496018199151
CC-272-vtumprqngu,1496018199813,1496018195304,false,1496018199987
CC-297-hjgagmhtzz,1496018200777,1496018196496,false,1496018200916
CC-283-fgrckdxtfw,1496018200777,1496018196287,false,1496018200908
CC-299-rvrmlvhkac,1496018202144,1496018198006,false,1496018202294
CC-301-kroaityihd,1496018203959,1496018199428,false,1496018204075
CC-309-alrizbnvkj,1496018204080,1496018199980,false,1496018204218
CC-292-ppfkqxfqwh,1496018203959,1496018199456,false,1496018204083
CC-294-vmmxifcphy,1496018207053,1496018202790,false,1496018207351
CC-295-fclkmvampb,1496018207830,1496018203466,false,1496018207952
CC-264-otxecstdss,1496018167853,1496018163516,false,1496018167979
CC-307-aifdvtkhhf,1496018209729,1496018205565,false,1496018209880
CC-289-wqgtevcbdd,1496018208642,1496018204501,false,1496018208794
CC-305-kzpkscvhau,1496018208642,1496018204457,false,1496018208767
CC-306-hgecvdrzaz,1496018209729,1496018205538,false,1496018209957
CC-308-zyivrsjwll,1496018211725,1496018207512,false,1496018211863
CC-293-ollnwndwqd,1496018211725,1496018207490,false,1496018211852
CC-310-ttklfpyiyh,1496018212866,1496018209072,false,1496018213012
CC-311-pxsvuhejrp,1496018212866,1496018208378,false,1496018212987
CC-321-bnmvxmyvrn,1496018213019,1496018208391,false,1496018213114
CC-323-ovreygpnsk,1496018216701,1496018212440,false,1496018216799
CC-304-ullueezhcj,1496018216584,1496018212099,false,1496018216696
CC-316-kuppcxixfb,1496018218621,1496018214351,false,1496018218773
CC-325-ztdbgfyatz,1496018217647,1496018213298,false,1496018217762
CC-314-qwcpwotrvs,1496018217517,1496018213092,false,1496018217642
CC-317-iplkupkafb,1496018218621,1496018214421,false,1496018218830
CC-329-njoxqhyldv,1496018220723,1496018216647,false,1496018220866
CC-318-wghmlyczqg,1496018220571,1496018216398,false,1496018220718
CC-312-dsghmsusfg,1496018221697,1496018217168,false,1496018221816
CC-320-nejhsibvbb,1496018221697,1496018217643,false,1496018221858
CC-313-bgyemhtlwb,1496018225253,1496018220861,false,1496018225396
CC-324-sjurfrczjw,1496018226092,1496018221703,false,1496018226261
CC-302-wswxnldeyg,1496018226655,1496018222209,false,1496018226778
CC-327-ycthwumchy,1496018227433,1496018223263,false,1496018227587
CC-319-jgsvxlboro,1496018229208,1496018225167,false,1496018229380
CC-322-wnfujgqzpk,1496018229708,1496018225219,false,1496018229851
CC-331-naakimmmpj,1496018230446,1496018225900,false,1496018230574
CC-333-dtfyqpioba,1496018233846,1496018229423,false,1496018233961
CC-335-pnrmkxexxr,1496018235982,1496018231779,false,1496018236118
CC-291-munlymupuh,1496018233846,1496018229256,false,1496018233966
CC-326-nwpltkjdol,1496018235239,1496018230993,false,1496018235378
CC-343-ilmgfxrjta,1496018236125,1496018231773,false,1496018236226
CC-337-kdhcofmaal,1496018237766,1496018233509,false,1496018237907
CC-332-xyyjdvirgd,1496018238995,1496018234460,false,1496018239106
CC-303-brssejdssh,1496018237766,1496018233312,false,1496018237899
CC-347-xigtqsrpcx,1496018239111,1496018234936,false,1496018239225
CC-340-wcrzmcutel,1496018242490,1496018238520,false,1496018242646
CC-328-amvoikshcz,1496018244485,1496018240352,false,1496018244638
CC-338-uasdncaggy,1496018238995,1496018234784,false,1496018239131
CC-300-edyaotbsvx,1496018244615,1496018240632,false,1496018244773
CC-344-mgmksbgwtw,1496018245335,1496018240991,false,1496018245475
CC-350-ztsdnkgnwh,1496018242652,1496018238557,false,1496018242795
CC-345-kuncthzyol,1496018246390,1496018242053,false,1496018246525
CC-356-rninhgufne,1496018247031,1496018242750,false,1496018247147
CC-339-qdjzdezaxw,1496018246867,1496018242760,false,1496018247026
CC-349-bzyhxsfzty,1496018248306,1496018244169,false,1496018248456
CC-334-nfuvwpdvda,1496018251098,1496018246694,false,1496018251222
CC-336-mfztwfhecw,1496018252441,1496018248126,false,1496018252604
CC-360-pvejfqnngs,1496018252609,1496018248829,false,1496018253762
CC-330-equdwmuorc,1496018253756,1496018250114,false,1496018253927
CC-353-vyhnekgdvl,1496018253756,1496018249352,false,1496018253892
CC-348-zlkwkgifzk,1496018255435,1496018251223,false,1496018255570
CC-355-iqilfgynse,1496018254802,1496018250605,false,1496018254958
CC-346-qlocicsngy,1496018254802,1496018250554,false,1496018254955
CC-341-bgpconftjc,1496018256697,1496018252157,false,1496018256814
CC-358-nppxhlhpwf,1496018256697,1496018252530,false,1496018256857
CC-359-uwyednzbly,1496018260196,1496018256126,false,1496018260340
CC-354-kkxtqdvlzq,1496018260915,1496018256493,false,1496018261036
CC-370-jrxgkjoilz,1496018261041,1496018257040,false,1496018261256
CC-362-lptgcnhkrz,1496018262247,1496018257693,false,1496018262366
CC-364-ysnypcdisk,1496018263308,1496018259072,false,1496018263433
CC-351-pxqnunbuft,1496018264429,1496018260145,false,1496018264563
CC-357-iudopltvym,1496018263770,1496018259906,false,1496018263933
CC-342-gquspfhubv,1496018265782,1496018261355,false,1496018265939
CC-368-sceiezvxqq,1496018265782,1496018261678,false,1496018265921
CC-352-hvfuddqaff,1496018269210,1496018265670,false,1496018270315
CC-371-pmqwpywovi,1496018270138,1496018265653,false,1496018270314
CC-372-hxmdlqzwla,1496018271239,1496018266774,false,1496018271393
CC-366-zeqhaxswmc,1496018272039,1496018267829,false,1496018272228
CC-367-weankmyxug,1496018272693,1496018268526,false,1496018272882
CC-375-oynhluhaka,1496018273422,1496018269132,false,1496018273606
CC-361-pkaaarjbuj,1496018274787,1496018270294,false,1496018274964
CC-383-lhqdedisob,1496018273612,1496018269120,false,1496018273709
CC-377-uhtrrkwsyw,1496018274787,1496018270612,false,1496018274985
CC-379-eduwdagwrg,1496018278533,1496018274432,false,1496018278683
CC-380-knlusrtzfv,1496018280192,1496018276109,false,1496018280348
CC-374-pqvxooakxc,1496018280893,1496018276506,false,1496018281030
CC-369-pjpzcbshya,1496018281615,1496018277717,false,1496018281816
CC-390-vqaztqutzr,1496018281035,1496018277351,false,1496018281176
CC-387-dkwlzztrru,1496018278688,1496018274444,false,1496018278829
CC-385-jndypowvfm,1496018283152,1496018279803,false,1496018283305
CC-363-otlbwpvkkf,1496018282385,1496018278027,false,1496018282547
CC-378-lojmmtofxz,1496018286682,1496018282571,false,1496018286849
CC-365-vpszmlupgn,1496018288324,1496018284011,false,1496018288517
CC-315-ppvapeevza,1496018286682,1496018282468,false,1496018286862
CC-381-ivbgekcnzm,1496018289028,1496018284374,false,1496018289128
CC-376-rrwjtaxnfj,1496018289743,1496018285520,false,1496018289930
CC-384-junfcwdxzh,1496018290505,1496018286605,false,1496018290683
CC-400-yeobdhmpum,1496018290688,1496018286723,false,1496018290830
CC-386-qfuogwurnz,1496018291262,1496018287009,false,1496018291416
CC-388-ymrgzertgc,1496018294192,1496018290082,false,1496018294359
CC-396-bkxngfgygv,1496018295532,1496018291177,false,1496018295678
CC-404-vgtomvyfos,1496018295684,1496018291665,false,1496018295785
CC-382-rzmjmnysav,1496018297802,1496018293221,false,1496018297926
CC-389-tovatiznvs,1496018297094,1496018292965,false,1496018297248
CC-392-wxpoqfxduz,1496018298560,1496018294074,false,1496018298734
CC-408-mnwopsiucr,1496018298739,1496018294965,false,1496018298873
CC-402-wuvwoyvrmp,1496018300047,1496018295513,false,1496018300168
CC-373-lwztmbrtfb,1496018302960,1496018298544,false,1496018303142
CC-403-rkqcholuxx,1496018302960,1496018298543,false,1496018303090
CC-398-yxyiinmezx,1496018305099,1496018300946,false,1496018305248
CC-412-xjaxkgxynh,1496018303096,1496018298538,false,1496018303195
CC-394-bfoxhjufby,1496018299312,1496018294929,false,1496018299445
CC-399-wupkavtbjm,1496018306556,1496018302759,false,1496018306715
CC-391-fdiitblcmm,1496018305807,1496018301236,false,1496018305921
CC-417-tumengufih,1496018306720,1496018303018,false,1496018306839
CC-401-bhaketlvga,1496018307300,1496018302706,false,1496018307450
CC-395-zzcpatqonj,1496018308025,1496018303662,false,1496018308163
CC-421-fqayelwtvt,1496018310620,1496018305988,false,1496018310718
CC-397-aleokggggk,1496018310357,1496018306221,false,1496018310615
CC-414-vldlejauvr,1496018311727,1496018307311,false,1496018311858
CC-407-bdzjkgbqnw,1496018313747,1496018310304,false,1496018314658
